n,z_position, force, x_location, y_location, sequence, attachment_tries, time
S,0.00,1245857.00,0,0,0,0,10581
S,0.00,1245902.00,0,0,0,0,10672
S,0.00,1245943.00,0,0,0,0,10764
S,0.00,1245939.00,0,0,0,0,10856
S,0.00,1245696.00,0,0,0,0,10948
S,0.00,1245357.00,0,0,0,0,11039
S,0.00,1245351.00,0,0,0,0,11131
S,0.00,1245528.00,0,0,0,0,11223
S,0.00,1245521.00,0,0,0,0,11314
S,0.00,1245694.00,0,0,0,0,11406
S,0.00,1245498.00,0,0,0,0,11589
S,0.00,1245562.00,0,0,0,0,11681
S,0.00,1245586.00,0,0,0,0,11773
S,0.00,1245566.00,0,0,0,0,11865
S,0.00,1245665.00,0,0,0,0,11956
S,0.00,1245659.00,0,0,0,0,12048
S,0.00,1245605.00,0,0,0,0,12140
S,0.00,1245486.00,0,0,0,0,12231
S,0.00,1245462.00,0,0,0,0,12323
S,0.00,1245590.00,0,0,0,0,12415
S,0.00,1245713.00,0,0,0,0,12506
S,0.00,1245791.00,0,0,0,0,12690
S,0.00,1245820.00,0,0,0,0,12782
S,0.00,1245848.00,0,0,0,0,12873
S,0.00,1245874.00,0,0,0,0,12965
S,0.00,1245917.00,0,0,0,0,13057
S,0.00,1245985.00,0,0,0,0,13148
S,0.00,1245952.00,0,0,0,0,13240
S,0.00,1245952.00,0,0,0,0,13332
S,0.00,1245942.00,0,0,0,0,13423
S,0.00,1245944.00,0,0,0,0,13515
S,0.00,1245986.00,0,0,0,0,13607
S,0.00,-0.00,0,0,0,0,13790
S,0.00,-0.00,0,0,0,0,13882
S,0.00,-0.00,0,0,0,0,13974
S,0.00,-0.00,0,0,0,0,14065
S,0.00,-0.00,0,0,0,0,14157
S,0.00,0.00,0,0,0,0,14249
S,0.00,0.05,0,0,0,0,14340
S,0.00,0.09,0,0,0,0,14432
S,0.00,0.10,0,0,0,0,14524
S,0.00,0.09,0,0,0,0,14616
S,0.00,0.09,0,0,0,0,14707
S,0.00,0.09,0,0,0,0,14802
S,0.00,0.09,0,0,0,0,14902
S,0.00,0.09,0,0,0,0,15002
S,0.00,0.09,0,0,0,0,15102
S,0.00,0.09,0,0,0,0,15202
S,0.00,0.09,0,0,0,0,15302
S,0.00,0.08,0,0,0,0,15402
S,0.00,0.09,0,0,0,0,15502
S,0.00,0.18,0,0,0,0,15602
S,0.00,0.27,0,0,0,0,15702
S,0.00,0.28,0,0,0,0,15802
S,0.00,0.28,0,0,0,0,15902
S,0.00,0.27,0,0,0,0,16002
S,0.00,0.27,0,0,0,0,16102
S,0.00,0.27,0,0,0,0,16202
S,0.00,0.26,0,0,0,0,16302
S,0.00,0.26,0,0,0,0,16402
S,0.00,0.26,0,0,0,0,16502
S,0.00,0.26,0,0,0,0,16602
S,0.00,0.26,0,0,0,0,16702
S,0.00,0.25,0,0,0,0,16802
S,0.00,0.25,0,0,0,0,16902
S,0.00,0.25,0,0,0,0,17002
S,0.00,0.25,0,0,0,0,17102
S,0.00,0.24,0,0,0,0,17202
S,0.00,0.24,0,0,0,0,17302
S,0.00,0.24,0,0,0,0,17402
S,0.00,0.24,0,0,0,0,17502
S,0.00,0.24,0,0,0,0,17602
S,0.00,0.24,0,0,0,0,17702
S,0.00,0.24,0,0,0,0,17802
S,0.00,0.24,0,0,0,0,17902
S,0.00,0.24,0,0,0,0,18002
S,0.00,0.24,0,0,0,0,18102
S,0.00,0.24,0,0,0,0,18202
S,0.00,0.24,0,0,0,0,18302
S,0.00,0.24,0,0,0,0,18402
S,0.00,0.24,0,0,0,0,18502
S,0.00,0.24,0,0,0,0,18602
