n,z_position, force, x_location, y_location, sequence, attachment_tries, time
S,0.00,1488761.00,0,0,0,0,7497
S,0.00,1488688.00,0,0,0,0,7680
S,0.00,1488720.00,0,0,0,0,7772
S,0.00,1488695.00,0,0,0,0,7864
S,0.00,1488654.00,0,0,0,0,7955
S,0.00,1488633.00,0,0,0,0,8047
S,0.00,1488628.00,0,0,0,0,8139
S,0.00,1488626.00,0,0,0,0,8230
S,0.00,1488610.00,0,0,0,0,8322
S,0.00,1488593.00,0,0,0,0,8414
S,0.00,1488572.00,0,0,0,0,8505
S,0.00,1488551.00,0,0,0,0,8597
S,0.00,1488582.00,0,0,0,0,8781
S,0.00,1488601.00,0,0,0,0,8872
S,0.00,1488573.00,0,0,0,0,8964
S,0.00,1488496.00,0,0,0,0,9056
S,0.00,1488457.00,0,0,0,0,9147
S,0.00,1488471.00,0,0,0,0,9239
S,0.00,1488468.00,0,0,0,0,9331
S,0.00,1488492.00,0,0,0,0,9422
S,0.00,1488453.00,0,0,0,0,9514
S,0.00,1488420.00,0,0,0,0,9606
S,0.00,1488461.00,0,0,0,0,9697
S,0.00,1488492.00,0,0,0,0,9881
S,0.00,1488541.00,0,0,0,0,9973
S,0.00,1488499.00,0,0,0,0,10064
S,0.00,1488394.00,0,0,0,0,10156
S,0.00,1488433.00,0,0,0,0,10248
S,0.00,1488474.00,0,0,0,0,10339
S,0.00,1488495.00,0,0,0,0,10431
S,0.00,1488455.00,0,0,0,0,10523
S,0.00,1488442.00,0,0,0,0,10614
S,0.00,1488455.00,0,0,0,0,10706
S,0.00,1488373.00,0,0,0,0,10798
S,0.00,1488389.00,0,0,0,0,10981
S,0.00,1488343.00,0,0,0,0,11073
S,0.00,1488337.00,0,0,0,0,11165
S,0.00,1488309.00,0,0,0,0,11256
S,0.00,1488362.00,0,0,0,0,11348
S,0.00,1488394.00,0,0,0,0,11440
S,0.00,1488399.00,0,0,0,0,11531
S,0.00,1488432.00,0,0,0,0,11623
S,0.00,1488357.00,0,0,0,0,11715
S,0.00,1488392.00,0,0,0,0,11807
S,0.00,1488361.00,0,0,0,0,11898
S,0.00,1488361.00,0,0,0,0,12082
S,0.00,1488380.00,0,0,0,0,12173
S,0.00,1488439.00,0,0,0,0,12265
S,0.00,1488422.00,0,0,0,0,12357
S,0.00,1488334.00,0,0,0,0,12448
S,0.00,1488298.00,0,0,0,0,12540
S,0.00,1488327.00,0,0,0,0,12632
S,0.00,1488314.00,0,0,0,0,12723
S,0.00,1488254.00,0,0,0,0,12815
S,0.00,1488288.00,0,0,0,0,12907
S,0.00,1488335.00,0,0,0,0,12999
S,0.00,1488316.00,0,0,0,0,13182
S,0.00,1488318.00,0,0,0,0,13274
S,0.00,1488317.00,0,0,0,0,13365
S,0.00,1488298.00,0,0,0,0,13457
S,0.00,1488381.00,0,0,0,0,13549
S,0.00,1488342.00,0,0,0,0,13640
S,0.00,1488287.00,0,0,0,0,13732
S,0.00,1488303.00,0,0,0,0,13824
S,0.00,1488278.00,0,0,0,0,13916
S,0.00,1488332.00,0,0,0,0,14007
S,0.00,1488333.00,0,0,0,0,14099
S,0.00,0.00,0,0,0,0,14282
S,0.00,0.00,0,0,0,0,14374
S,0.00,0.00,0,0,0,0,14466
S,0.00,0.00,0,0,0,0,14557
S,0.00,0.00,0,0,0,0,14649
S,0.00,0.00,0,0,0,0,14741
S,0.00,0.01,0,0,0,0,14832
S,0.00,0.00,0,0,0,0,14924
S,0.00,0.00,0,0,0,0,15016
S,0.00,0.01,0,0,0,0,15108
S,0.00,0.01,0,0,0,0,15199
S,0.00,0.01,0,0,0,0,15295
S,0.00,0.01,0,0,0,0,15395
S,0.00,0.01,0,0,0,0,15495
S,0.00,0.01,0,0,0,0,15595
S,0.00,0.01,0,0,0,0,15695
S,0.00,0.01,0,0,0,0,15795
S,0.00,0.01,0,0,0,0,15895
S,0.00,0.01,0,0,0,0,15995
S,0.00,0.01,0,0,0,0,16095
S,0.00,0.01,0,0,0,0,16195
S,0.00,0.01,0,0,0,0,16295
S,0.00,0.01,0,0,0,0,16395
S,0.00,0.01,0,0,0,0,16495
S,0.00,0.01,0,0,0,0,16595
S,0.00,0.01,0,0,0,0,16695
S,0.00,0.01,0,0,0,0,16795
S,0.00,0.01,0,0,0,0,16895
S,0.00,0.01,0,0,0,0,16995
S,0.00,0.01,0,0,0,0,17095
S,0.00,0.01,0,0,0,0,17195
S,0.00,0.01,0,0,0,0,17295
S,0.00,0.02,0,0,0,0,17395
S,0.00,0.02,0,0,0,0,17495
S,0.00,0.02,0,0,0,0,17595
S,0.00,0.02,0,0,0,0,17695
S,0.00,0.02,0,0,0,0,17795
S,0.00,0.02,0,0,0,0,17895
S,0.00,0.02,0,0,0,0,17995
S,0.00,0.02,0,0,0,0,18095
S,0.00,0.02,0,0,0,0,18195
S,0.00,0.02,0,0,0,0,18295
S,0.00,0.02,0,0,0,0,18395
S,0.00,0.02,0,0,0,0,18495
S,0.00,0.02,0,0,0,0,18595
