n,z_position, force, x_location, y_location, sequence, attachment_tries, time
S,0.00,-0.02,0,0,0,0,74509
S,0.00,-0.02,0,0,0,0,74609
S,0.00,-0.02,0,0,0,0,74709
S,0.00,-0.02,0,0,0,0,74809
S,0.00,-0.02,0,0,0,0,74909
S,0.00,-0.02,0,0,0,0,75009
S,0.00,-0.02,0,0,0,0,75109
S,0.00,-0.02,0,0,0,0,75209
S,0.00,-0.02,0,0,0,0,75309
S,0.00,-0.02,0,0,0,0,75409
S,0.00,-0.02,0,0,0,0,75509
S,0.00,-0.02,0,0,0,0,75609
S,0.00,-0.02,0,0,0,0,75709
S,0.00,-0.02,0,0,0,0,75809
S,0.00,-0.02,0,0,0,0,75909
S,0.00,-0.02,0,0,0,0,76009
S,0.00,-0.02,0,0,0,0,76109
S,0.00,-0.02,0,0,0,0,76209
S,0.00,-0.02,0,0,0,0,76309
S,0.00,-0.02,0,0,0,0,76409
S,0.00,-0.02,0,0,0,0,76509
S,0.00,-0.02,0,0,0,0,76609
S,0.00,-0.03,0,0,0,0,76709
S,0.00,-0.03,0,0,0,0,76809
S,0.00,-0.03,0,0,0,0,76909
S,0.00,-0.02,0,0,0,0,77009
S,0.00,-0.02,0,0,0,0,77109
S,0.00,-0.02,0,0,0,0,77209
S,0.00,-0.02,0,0,0,0,77309
S,0.00,-0.02,0,0,0,0,77409
S,0.00,-0.02,0,0,0,0,77509
S,0.00,-0.02,0,0,0,0,77609
S,0.00,-0.02,0,0,0,0,77709
S,0.00,-0.02,0,0,0,0,77809
S,0.00,-0.02,0,0,0,0,77909
S,0.00,-0.02,0,0,0,0,78009
S,0.00,-0.02,0,0,0,0,78109
S,0.00,-0.02,0,0,0,0,78209
S,0.00,-0.02,0,0,0,0,78309
S,0.00,-0.02,0,0,0,0,78409
S,0.00,-0.02,0,0,0,0,78509
S,0.00,-0.02,0,0,0,0,78609
S,0.00,-0.02,0,0,0,0,78709
S,0.00,-0.02,0,0,0,0,78809
S,0.00,-0.02,0,0,0,0,78909
S,0.00,-0.02,0,0,0,0,79009
S,0.00,-0.02,0,0,0,0,79109
S,0.00,-0.02,0,0,0,0,79209
S,0.00,-0.02,0,0,0,0,79309
S,0.00,-0.02,0,0,0,0,79409
S,0.00,-0.02,0,0,0,0,79509
S,0.00,-0.02,0,0,0,0,79609
S,0.00,-0.02,0,0,0,0,79709
S,0.00,-0.02,0,0,0,0,79809
S,0.00,-0.02,0,0,0,0,79909
S,0.00,-0.02,0,0,0,0,80009
S,0.00,-0.03,0,0,0,0,80109
S,0.00,-0.02,0,0,0,0,80209
S,0.00,-0.03,0,0,0,0,80309
S,0.00,-0.03,0,0,0,0,80409
S,0.00,-0.02,0,0,0,0,80509
S,0.00,-0.02,0,0,0,0,80609
S,0.00,-0.02,0,0,0,0,80709
S,0.00,-0.02,0,0,0,0,80809
S,0.00,-0.02,0,0,0,0,80909
S,0.00,-0.02,0,0,0,0,81009
S,0.00,-0.03,0,0,0,0,81109
