n,ir_data, pressure, x_location, y_location, sequence, attachment_tries, time
S,1738,12483,0,0,0,0,946200
S,1742,12480,0,0,0,0,946300
S,1729,12477,0,0,0,0,946400
S,1737,12479,0,0,0,0,946500
S,1737,12480,0,0,0,0,946600
S,1745,12483,0,0,0,0,946700
S,1730,12479,0,0,0,0,946800
S,1762,12480,0,0,0,0,946900
S,1728,12476,0,0,0,0,947000
S,1737,12486,0,0,0,0,947100
S,1754,12480,0,0,0,0,947200
S,1747,12479,0,0,0,0,947300
S,1753,12473,0,0,0,0,947400
S,1753,12476,0,0,0,0,947500
S,1745,12478,0,0,0,0,947600
S,1733,12479,0,0,0,0,947700
S,1733,12476,0,0,0,0,947800
S,1738,12476,0,0,0,0,947900
S,1738,12476,0,0,0,0,948000
S,1739,12478,0,0,0,0,948100
S,1738,12476,0,0,0,0,948200
S,1732,12475,0,0,0,0,948300
S,1768,12476,0,0,0,0,948400
S,1735,12480,0,0,0,0,948500
S,1769,12486,0,0,0,0,948600
S,1729,12478,0,0,0,0,948700
S,1728,12476,0,0,0,0,948800
S,1730,12475,0,0,0,0,948900
S,1732,12482,0,0,0,0,949000
S,1734,12474,0,0,0,0,949100
S,1736,12477,0,0,0,0,949200
S,1750,12480,0,0,0,0,949300
S,1732,12483,0,0,0,0,949400
S,1742,12474,0,0,0,0,949500
S,1734,12476,0,0,0,0,949600
S,1731,12482,0,0,0,0,949700
S,1739,12471,0,0,0,0,949800
S,1762,12476,0,0,0,0,949900
S,1738,12480,0,0,0,0,950000
S,1741,12487,0,0,0,0,950100
S,1729,12479,0,0,0,0,950200
S,1739,12479,0,0,0,0,950300
S,1739,12481,0,0,0,0,950400
S,1731,12478,0,0,0,0,950500
S,1754,12482,0,0,0,0,950600
S,1733,12481,0,0,0,0,950700
S,1729,12479,0,0,0,0,950800
S,1733,12476,0,0,0,0,950900
S,1729,12481,0,0,0,0,951000
S,1742,12480,0,0,0,0,951100
S,1745,12474,0,0,0,0,951200
S,1729,12478,0,0,0,0,951300
S,1739,12474,0,0,0,0,951400
S,1706,12477,0,0,0,0,951500
S,1739,12474,0,0,0,0,951600
S,1735,12474,0,0,0,0,951700
S,1730,12479,0,0,0,0,951800
S,1720,12473,0,0,0,0,951900
S,1761,12475,0,0,0,0,952000
S,1733,12478,0,0,0,0,952100
S,1731,12479,0,0,0,0,952200
S,1784,12477,0,0,0,0,952300
S,1746,12473,0,0,0,0,952400
S,1722,12475,0,0,0,0,952500
S,1733,12473,0,0,0,0,952600
S,1728,12476,0,0,0,0,952700
S,1736,12480,0,0,0,0,952800
S,1755,12476,0,0,0,0,952900
S,1736,12474,0,0,0,0,953000
S,1737,12478,0,0,0,0,953100
S,1749,12480,0,0,0,0,953200
S,1724,12472,0,0,0,0,953300
S,1733,12480,0,0,0,0,953400
S,1755,12476,0,0,0,0,953500
S,1742,12481,0,0,0,0,953600
S,1726,12478,0,0,0,0,953700
S,1737,12472,0,0,0,0,953800
S,1735,12479,0,0,0,0,953900
S,1750,12477,0,0,0,0,954000
S,1742,12481,0,0,0,0,954100
S,1730,12478,0,0,0,0,954200
S,1797,12472,0,0,0,0,954300
S,1798,12482,0,0,0,0,954400
S,1781,12476,0,0,0,0,954500
S,1773,12477,0,0,0,0,954600
S,1814,12474,0,0,0,0,954700
S,1838,12477,0,0,0,0,954800
S,1817,12481,0,0,0,0,954900
S,1830,12479,0,0,0,0,955000
S,1823,12479,0,0,0,0,955100
S,1832,12478,0,0,0,0,955200
S,1825,12480,0,0,0,0,955300
S,1826,12475,0,0,0,0,955400
S,1826,12478,0,0,0,0,955500
S,1835,12477,0,0,0,0,955600
S,1833,12475,0,0,0,0,955700
S,1834,12474,0,0,0,0,955800
S,1814,12478,0,0,0,0,955900
S,1790,12480,0,0,0,0,956000
S,1803,12477,0,0,0,0,956100
S,1726,12473,0,0,0,0,956200
S,1742,12474,0,0,0,0,956300
S,1708,12482,0,0,0,0,956400
S,1707,12478,0,0,0,0,956500
S,1709,12475,0,0,0,0,956600
S,1701,12475,0,0,0,0,956700
S,1709,12473,0,0,0,0,956800
S,1702,12478,0,0,0,0,956900
S,1717,12479,0,0,0,0,957000
S,1706,12481,0,0,0,0,957100
S,1719,12475,0,0,0,0,957200
S,1701,12477,0,0,0,0,957300
S,1709,12477,0,0,0,0,957400
S,1721,12477,0,0,0,0,957500
S,1727,12477,0,0,0,0,957600
S,1698,12485,0,0,0,0,957700
S,1696,12479,0,0,0,0,957800
S,1693,12476,0,0,0,0,957900
S,1703,12476,0,0,0,0,958000
S,1727,12476,0,0,0,0,958100
S,1756,12483,0,0,0,0,958200
S,1696,12483,0,0,0,0,958300
S,1687,12485,0,0,0,0,958400
S,1698,12480,0,0,0,0,958500
S,1696,12480,0,0,0,0,958600
S,1715,12481,0,0,0,0,958700
S,1684,12478,0,0,0,0,958800
S,1658,12476,0,0,0,0,958900
S,1709,12477,0,0,0,0,959000
S,1701,12471,0,0,0,0,959100
S,1677,12477,0,0,0,0,959200
S,1683,12479,0,0,0,0,959300
S,1673,12476,0,0,0,0,959400
S,1710,12482,0,0,0,0,959500
S,1667,12472,0,0,0,0,959600
S,1678,12480,0,0,0,0,959700
S,1639,12475,0,0,0,0,959800
S,1680,12472,0,0,0,0,959900
S,1682,12475,0,0,0,0,960000
S,1670,12472,0,0,0,0,960100
S,1677,12479,0,0,0,0,960200
S,1686,12478,0,0,0,0,960300
S,1691,12478,0,0,0,0,960400
S,1641,12483,0,0,0,0,960500
S,1673,12474,0,0,0,0,960600
S,1639,12475,0,0,0,0,960700
S,1641,12478,0,0,0,0,960800
S,1641,12478,0,0,0,0,960900
S,1653,12472,0,0,0,0,961000
S,1632,12476,0,0,0,0,961100
S,1638,12478,0,0,0,0,961200
S,1652,12476,0,0,0,0,961300
S,1672,12477,0,0,0,0,961400
S,1649,12475,0,0,0,0,961500
S,1635,12479,0,0,0,0,961600
S,1647,12483,0,0,0,0,961700
S,1638,12481,0,0,0,0,961800
S,1663,12485,0,0,0,0,961900
S,1650,12477,0,0,0,0,962000
S,1650,12480,0,0,0,0,962100
S,1628,12476,0,0,0,0,962200
S,1639,12481,0,0,0,0,962300
S,1619,12471,0,0,0,0,962400
S,1654,12480,0,0,0,0,962500
S,1655,12478,0,0,0,0,962600
S,1634,12476,0,0,0,0,962700
S,1644,12476,0,0,0,0,962800
S,1656,12468,0,0,0,0,962900
S,1622,12481,0,0,0,0,963000
S,1625,12475,0,0,0,0,963100
S,1635,12475,0,0,0,0,963200
S,1644,12480,0,0,0,0,963300
S,1607,12477,0,0,0,0,963400
S,1643,12476,0,0,0,0,963500
S,1627,12483,0,0,0,0,963600
S,1626,12482,0,0,0,0,963700
S,1617,12477,0,0,0,0,963800
S,1624,12477,0,0,0,0,963900
S,1588,12481,0,0,0,0,964000
S,1641,12480,0,0,0,0,964100
S,1634,12485,0,0,0,0,964200
S,1617,12477,0,0,0,0,964300
S,1640,12483,0,0,0,0,964400
S,1650,12479,0,0,0,0,964500
S,1619,12476,0,0,0,0,964600
S,1625,12476,0,0,0,0,964700
S,1631,12478,0,0,0,0,964800
S,1625,12478,0,0,0,0,964900
S,1614,12477,0,0,0,0,965000
S,1635,12482,0,0,0,0,965100
S,1660,12482,0,0,0,0,965200
S,1662,12483,0,0,0,0,965300
S,1653,12478,0,0,0,0,965400
S,1655,12478,0,0,0,0,965500
S,1664,12476,0,0,0,0,965600
S,1640,12477,0,0,0,0,965700
S,1642,12482,0,0,0,0,965800
S,1651,12474,0,0,0,0,965900
S,1639,12482,0,0,0,0,966000
S,1636,12477,0,0,0,0,966100
S,1650,12481,0,0,0,0,966200
S,1668,12478,0,0,0,0,966300
S,1667,12476,0,0,0,0,966400
S,1655,12477,0,0,0,0,966500
S,1670,12483,0,0,0,0,966600
S,1632,12474,0,0,0,0,966700
S,1642,12482,0,0,0,0,966800
S,1663,12481,0,0,0,0,966900
S,1633,12477,0,0,0,0,967000
S,1670,12475,0,0,0,0,967100
S,1668,12481,0,0,0,0,967200
S,1650,12478,0,0,0,0,967300
S,1658,12477,0,0,0,0,967400
S,1653,12476,0,0,0,0,967500
S,1671,12477,0,0,0,0,967600
S,1657,12480,0,0,0,0,967700
S,1665,12480,0,0,0,0,967800
S,1656,12478,0,0,0,0,967900
S,1661,12474,0,0,0,0,968000
S,1670,12478,0,0,0,0,968100
S,1663,12478,0,0,0,0,968200
S,1639,12478,0,0,0,0,968300
S,1638,12475,0,0,0,0,968400
S,1639,12481,0,0,0,0,968500
S,1664,12481,0,0,0,0,968600
S,1672,12480,0,0,0,0,968700
S,1658,12478,0,0,0,0,968800
S,1670,12480,0,0,0,0,968900
S,1648,12472,0,0,0,0,969000
S,1621,12481,0,0,0,0,969100
S,1653,12475,0,0,0,0,969200
S,1690,12478,0,0,0,0,969300
S,1652,12479,0,0,0,0,969400
S,1644,12477,0,0,0,0,969500
S,1662,12479,0,0,0,0,969600
S,1658,12481,0,0,0,0,969700
S,1647,12482,0,0,0,0,969800
S,1632,12474,0,0,0,0,969900
S,1627,12477,0,0,0,0,970000
S,1648,12478,0,0,0,0,970100
S,1649,12479,0,0,0,0,970200
S,1636,12480,0,0,0,0,970300
S,1652,12483,0,0,0,0,970400
S,1638,12480,0,0,0,0,970500
S,1667,12476,0,0,0,0,970600
S,1633,12474,0,0,0,0,970700
S,1637,12478,0,0,0,0,970800
S,1642,12477,0,0,0,0,970900
S,1629,12481,0,0,0,0,971000
S,1655,12483,0,0,0,0,971100
S,1646,12480,0,0,0,0,971200
S,1635,12487,0,0,0,0,971300
S,1636,12474,0,0,0,0,971400
S,1687,12475,0,0,0,0,971500
S,1682,12478,0,0,0,0,971600
S,1649,12480,0,0,0,0,971700
S,1623,12480,0,0,0,0,971800
S,1629,12479,0,0,0,0,971900
S,1661,12479,0,0,0,0,972000
S,1612,12477,0,0,0,0,972100
S,1627,12477,0,0,0,0,972200
S,1651,12477,0,0,0,0,972300
S,1632,12480,0,0,0,0,972400
S,1656,12480,0,0,0,0,972500
S,1631,12478,0,0,0,0,972600
S,1654,12476,0,0,0,0,972700
S,1621,12477,0,0,0,0,972800
S,1620,12476,0,0,0,0,972900
S,1637,12477,0,0,0,0,973000
S,1625,12477,0,0,0,0,973100
S,1655,12480,0,0,0,0,973200
S,1635,12479,0,0,0,0,973300
S,1629,12481,0,0,0,0,973400
S,1646,12473,0,0,0,0,973500
S,1640,12478,0,0,0,0,973600
S,1649,12477,0,0,0,0,973700
S,1642,12478,0,0,0,0,973800
S,1647,12476,0,0,0,0,973900
S,1646,12479,0,0,0,0,974000
S,1649,12476,0,0,0,0,974100
S,1673,12479,0,0,0,0,974200
S,1647,12479,0,0,0,0,974300
S,1665,12476,0,0,0,0,974400
S,1650,12473,0,0,0,0,974500
S,1649,12477,0,0,0,0,974600
S,1646,12478,0,0,0,0,974700
S,1640,12472,0,0,0,0,974800
S,1661,12478,0,0,0,0,974900
S,1648,12479,0,0,0,0,975000
S,1655,12483,0,0,0,0,975100
S,1665,12484,0,0,0,0,975200
S,1686,12473,0,0,0,0,975300
S,1654,12482,0,0,0,0,975400
S,1667,12479,0,0,0,0,975500
S,1658,12480,0,0,0,0,975600
S,1713,12479,0,0,0,0,975700
S,1687,12481,0,0,0,0,975800
S,1674,12475,0,0,0,0,975900
S,1684,12475,0,0,0,0,976000
S,1701,12477,0,0,0,0,976100
S,1680,12474,0,0,0,0,976200
S,1706,12473,0,0,0,0,976300
S,1694,12480,0,0,0,0,976400
S,1716,12478,0,0,0,0,976500
S,1709,12479,0,0,0,0,976600
S,1690,12479,0,0,0,0,976700
S,1684,12475,0,0,0,0,976800
S,1667,12473,0,0,0,0,976900
S,1699,12478,0,0,0,0,977000
S,1702,12478,0,0,0,0,977100
S,1696,12479,0,0,0,0,977200
S,1697,12481,0,0,0,0,977300
S,1725,12471,0,0,0,0,977400
S,1688,12480,0,0,0,0,977500
S,1718,12479,0,0,0,0,977600
S,1689,12475,0,0,0,0,977700
S,1683,12478,0,0,0,0,977800
S,1700,12480,0,0,0,0,977900
S,1697,12483,0,0,0,0,978000
S,1709,12480,0,0,0,0,978100
S,1732,12480,0,0,0,0,978200
S,1735,12484,0,0,0,0,978300
S,1714,12484,0,0,0,0,978400
S,1721,12481,0,0,0,0,978500
S,1689,12478,0,0,0,0,978600
S,1702,12479,0,0,0,0,978700
S,1695,12481,0,0,0,0,978800
S,1704,12476,0,0,0,0,978900
S,1689,12477,0,0,0,0,979000
S,1703,12477,0,0,0,0,979100
S,1692,12481,0,0,0,0,979200
S,1719,12479,0,0,0,0,979300
S,1684,12474,0,0,0,0,979400
S,1708,12477,0,0,0,0,979500
S,1702,12477,0,0,0,0,979600
S,1709,12476,0,0,0,0,979700
S,1702,12480,0,0,0,0,979800
S,1704,12478,0,0,0,0,979900
S,1703,12475,0,0,0,0,980000
S,1714,12472,0,0,0,0,980100
S,1703,12481,0,0,0,0,980200
S,1714,12477,0,0,0,0,980300
S,1718,12479,0,0,0,0,980400
S,1711,12476,0,0,0,0,980500
S,1716,12473,0,0,0,0,980600
S,1704,12477,0,0,0,0,980700
S,1708,12478,0,0,0,0,980800
S,1719,12476,0,0,0,0,980900
S,1707,12472,0,0,0,0,981000
S,1708,12468,0,0,0,0,981100
S,1735,12471,0,0,0,0,981200
S,1733,12470,0,0,0,0,981300
S,1713,12472,0,0,0,0,981400
S,1733,12473,0,0,0,0,981500
