n,ir_data, pressure, x_location, y_location, sequence, attachment_tries, time
S,1024,12440,0,0,0,0,36100
S,1016,12444,0,0,0,0,36200
S,1019,12445,0,0,0,0,36300
S,1021,12440,0,0,0,0,36400
S,1023,12443,0,0,0,0,36500
S,1020,12438,0,0,0,0,36600
S,1027,12443,0,0,0,0,36700
S,1030,12443,0,0,0,0,36800
S,1021,12439,0,0,0,0,36900
S,1036,12439,0,0,0,0,37000
S,1014,12441,0,0,0,0,37100
S,1014,12441,0,0,0,0,37200
S,1020,12439,0,0,0,0,37300
S,1024,12445,0,0,0,0,37400
S,1038,12442,0,0,0,0,37500
S,1023,12443,0,0,0,0,37600
S,1004,12441,0,0,0,0,37700
S,1019,12445,0,0,0,0,37800
S,1017,12438,0,0,0,0,37900
S,1009,12442,0,0,0,0,38000
S,1005,12439,0,0,0,0,38100
S,1022,12445,0,0,0,0,38200
S,1007,12438,0,0,0,0,38300
S,1020,12441,0,0,0,0,38400
S,1029,12438,0,0,0,0,38500
S,1059,12438,0,0,0,0,38600
S,1061,12439,0,0,0,0,38700
S,1321,12445,0,0,0,0,38800
S,1568,12444,0,0,0,0,38900
S,1719,12538,0,0,0,0,39000
S,1887,12558,0,0,0,0,39100
S,2050,12541,0,0,0,0,39200
S,2140,12525,0,0,0,0,39300
S,2160,12515,0,0,0,0,39400
S,2167,12490,0,0,0,0,39500
S,2121,12467,0,0,0,0,39600
S,1992,12413,0,0,0,0,39700
S,1824,12355,0,0,0,0,39800
S,1618,12261,0,0,0,0,39900
S,1428,12440,0,0,0,0,40000
S,1134,12438,0,0,0,0,40100
S,1035,12445,0,0,0,0,40200
S,1027,12440,0,0,0,0,40300
S,1031,12442,0,0,0,0,40400
S,1028,12444,0,0,0,0,40500
S,1033,12443,0,0,0,0,40600
S,1035,12440,0,0,0,0,40700
S,1043,12436,0,0,0,0,40800
S,1036,12440,0,0,0,0,40900
S,1039,12433,0,0,0,0,41000
S,1040,12438,0,0,0,0,41100
S,1041,12442,0,0,0,0,41200
S,1053,12437,0,0,0,0,41300
S,1033,12438,0,0,0,0,41400
S,1044,12441,0,0,0,0,41500
S,1025,12446,0,0,0,0,41600
S,1069,12442,0,0,0,0,41700
S,1058,12438,0,0,0,0,41800
S,1055,12441,0,0,0,0,41900
S,1055,12444,0,0,0,0,42000
S,1082,12443,0,0,0,0,42100
S,1104,12440,0,0,0,0,42200
S,1110,12438,0,0,0,0,42300
S,1145,12435,0,0,0,0,42400
S,1142,12442,0,0,0,0,42500
S,1144,12444,0,0,0,0,42600
S,1139,12441,0,0,0,0,42700
S,1186,12442,0,0,0,0,42800
S,1173,12440,0,0,0,0,42900
S,1166,12444,0,0,0,0,43000
S,1154,12446,0,0,0,0,43100
S,1164,12442,0,0,0,0,43200
S,1173,12441,0,0,0,0,43300
S,1164,12445,0,0,0,0,43400
S,1176,12435,0,0,0,0,43500
S,1164,12442,0,0,0,0,43600
S,1170,12445,0,0,0,0,43700
S,1159,12439,0,0,0,0,43800
S,1169,12442,0,0,0,0,43900
S,1187,12446,0,0,0,0,44000
S,1152,12436,0,0,0,0,44100
S,1163,12439,0,0,0,0,44200
S,1181,12445,0,0,0,0,44300
S,1178,12444,0,0,0,0,44400
S,1168,12444,0,0,0,0,44500
S,1174,12436,0,0,0,0,44600
S,1177,12442,0,0,0,0,44700
S,1172,12438,0,0,0,0,44800
S,1161,12435,0,0,0,0,44900
S,1155,12441,0,0,0,0,45000
S,1172,12444,0,0,0,0,45100
S,1170,12436,0,0,0,0,45200
S,1155,12437,0,0,0,0,45300
S,1154,12441,0,0,0,0,45400
S,1164,12442,0,0,0,0,45500
S,1165,12443,0,0,0,0,45600
S,1153,12437,0,0,0,0,45700
S,1165,12438,0,0,0,0,45800
S,1168,12436,0,0,0,0,45900
S,1176,12434,0,0,0,0,46000
S,1167,12439,0,0,0,0,46100
S,1168,12438,0,0,0,0,46200
S,1175,12438,0,0,0,0,46300
S,1172,12442,0,0,0,0,46400
S,1174,12437,0,0,0,0,46500
S,1172,12438,0,0,0,0,46600
S,1165,12436,0,0,0,0,46700
S,1164,12442,0,0,0,0,46800
S,1168,12437,0,0,0,0,46900
S,1176,12443,0,0,0,0,47000
S,1175,12438,0,0,0,0,47100
S,1166,12440,0,0,0,0,47200
S,1170,12442,0,0,0,0,47300
S,1198,12441,0,0,0,0,47400
S,1218,12438,0,0,0,0,47500
S,1232,12440,0,0,0,0,47600
S,1228,12442,0,0,0,0,47700
S,1261,12440,0,0,0,0,47800
S,1304,12434,0,0,0,0,47900
S,1336,12442,0,0,0,0,48000
S,1337,12439,0,0,0,0,48100
S,1327,12445,0,0,0,0,48200
S,1372,12440,0,0,0,0,48300
