n,ir_data, pressure, x_location, y_location, sequence, time
S,1931,12397,0,0,0,15400
S,1917,12389,0,0,0,15500
S,1922,12405,0,0,0,15600
S,1926,12394,0,0,0,15700
S,1939,12401,0,0,0,15800
S,1934,12402,0,0,0,15900
S,1926,12399,0,0,0,16000
S,1923,12397,0,0,0,16100
S,1917,12401,0,0,0,16200
S,1921,12401,0,0,0,16300
S,1923,12401,0,0,0,16400
S,1924,12392,0,0,0,16500
S,1935,12396,0,0,0,16600
S,1913,12395,0,0,0,16700
S,1934,12398,0,0,0,16800
S,1923,12402,0,0,0,16900
S,1939,12401,0,0,0,17000
S,1938,12396,0,0,0,17100
S,1939,12409,0,0,0,17200
S,1914,12406,0,0,0,17300
S,1935,12402,0,0,0,17400
S,1931,12403,0,0,0,17500
S,1929,12404,0,0,0,17600
S,1884,12376,0,0,0,17700
S,1825,12325,0,0,0,17800
S,1472,12391,0,0,0,17900
S,1143,12400,0,0,0,18000
S,1001,12401,0,0,0,18100
S,915,12401,0,0,0,18200
S,895,12405,0,0,0,18300
S,882,12401,0,0,0,18400
S,873,12401,0,0,0,18500
S,873,12405,0,0,0,18600
S,884,12402,0,0,0,18700
S,878,12400,0,0,0,18800
S,880,12400,0,0,0,18900
S,877,12402,0,0,0,19000
S,866,12405,0,0,0,19100
S,889,12402,0,0,0,19200
S,873,12404,0,0,0,19300
S,885,12408,0,0,0,19400
S,884,12408,0,0,0,19500
S,874,12398,0,0,0,19600
S,873,12406,0,0,0,19700
S,875,12407,0,0,0,19800
S,883,12406,0,0,0,19900
S,870,12407,0,0,0,20000
S,879,12401,0,0,0,20100
S,873,12408,0,0,0,20200
S,883,12409,0,0,0,20300
S,882,12403,0,0,0,20400
S,870,12403,0,0,0,20500
S,882,12405,0,0,0,20600
S,860,12411,0,0,0,20700
S,805,12404,0,0,0,20800
S,721,12406,0,0,0,20900
S,667,12405,0,0,0,21000
S,644,12408,0,0,0,21100
S,631,12404,0,0,0,21200
S,618,12400,0,0,0,21300
S,613,12408,0,0,0,21400
S,617,12405,0,0,0,21500
S,619,12409,0,0,0,21600
S,632,12405,0,0,0,21700
S,617,12412,0,0,0,21800
S,621,12413,0,0,0,21900
S,614,12412,0,0,0,22000
S,616,12412,0,0,0,22100
S,607,12404,0,0,0,22200
S,611,12409,0,0,0,22300
S,630,12406,0,0,0,22400
S,617,12406,0,0,0,22500
S,633,12414,0,0,0,22600
S,645,12412,0,0,0,22700
S,695,12409,0,0,0,22800
S,788,12408,0,0,0,22900
S,835,12405,0,0,0,23000
S,876,12405,0,0,0,23100
S,884,12402,0,0,0,23200
