n,ir_data, pressure, x_location, y_location, sequence, time
S,583,12426,0,0,0,24900
S,587,12426,0,0,0,25000
S,579,12430,0,0,0,25100
S,597,12426,0,0,0,25200
S,576,12426,0,0,0,25300
S,586,12426,0,0,0,25400
S,592,12426,0,0,0,25500
S,608,12427,0,0,0,25600
S,610,12427,0,0,0,25700
S,588,12424,0,0,0,25800
S,590,12422,0,0,0,25900
S,581,12421,0,0,0,26000
S,545,12428,0,0,0,26100
S,564,12424,0,0,0,26200
S,577,12423,0,0,0,26300
S,568,12425,0,0,0,26400
S,589,12423,0,0,0,26500
S,561,12420,0,0,0,26600
S,552,12427,0,0,0,26700
S,576,12423,0,0,0,26800
S,573,12426,0,0,0,26900
S,580,12428,0,0,0,27000
S,581,12426,0,0,0,27100
S,586,12431,0,0,0,27200
S,571,12434,0,0,0,27300
S,587,12425,0,0,0,27400
S,560,12430,0,0,0,27500
S,581,12424,0,0,0,27600
S,562,12428,0,0,0,27700
S,561,12425,0,0,0,27800
S,589,12427,0,0,0,27900
S,590,12430,0,0,0,28000
S,572,12425,0,0,0,28100
S,579,12424,0,0,0,28200
S,577,12418,0,0,0,28300
S,561,12425,0,0,0,28400
S,566,12423,0,0,0,28500
S,570,12426,0,0,0,28600
S,562,12426,0,0,0,28700
S,582,12419,0,0,0,28800
S,578,12426,0,0,0,28900
S,570,12430,0,0,0,29000
S,548,12423,0,0,0,29100
S,569,12422,0,0,0,29200
S,550,12427,0,0,0,29300
S,567,12427,0,0,0,29400
S,560,12426,0,0,0,29500
S,563,12424,0,0,0,29600
S,570,12426,0,0,0,29700
S,589,12420,0,0,0,29800
S,576,12423,0,0,0,29900
S,587,12426,0,0,0,30000
S,571,12423,0,0,0,30100
S,575,12426,0,0,0,30200
S,574,12421,0,0,0,30300
S,571,12426,0,0,0,30400
S,591,12423,0,0,0,30500
S,553,12421,0,0,0,30600
S,583,12425,0,0,0,30700
S,597,12423,0,0,0,30800
S,568,12423,0,0,0,30900
S,571,12425,0,0,0,31000
S,584,12422,0,0,0,31100
S,570,12422,0,0,0,31200
S,587,12422,0,0,0,31300
S,576,12424,0,0,0,31400
S,554,12423,0,0,0,31500
S,560,12424,0,0,0,31600
S,590,12422,0,0,0,31700
S,566,12420,0,0,0,31800
S,574,12421,0,0,0,31900
S,579,12425,0,0,0,32000
S,579,12427,0,0,0,32100
S,564,12421,0,0,0,32200
S,565,12423,0,0,0,32300
S,576,12426,0,0,0,32400
S,571,12422,0,0,0,32500
S,568,12426,0,0,0,32600
S,561,12422,0,0,0,32700
S,576,12423,0,0,0,32800
S,568,12426,0,0,0,32900
S,574,12422,0,0,0,33000
S,574,12421,0,0,0,33100
S,570,12425,0,0,0,33200
S,564,12424,0,0,0,33300
S,578,12422,0,0,0,33400
S,585,12421,0,0,0,33500
S,552,12420,0,0,0,33600
S,580,12422,0,0,0,33700
S,571,12426,0,0,0,33800
S,571,12425,0,0,0,33900
S,577,12422,0,0,0,34000
S,570,12425,0,0,0,34100
S,556,12427,0,0,0,34200
S,579,12424,0,0,0,34300
S,567,12425,0,0,0,34400
S,568,12423,0,0,0,34500
S,577,12424,0,0,0,34600
S,575,12424,0,0,0,34700
S,576,12424,0,0,0,34800
S,571,12423,0,0,0,34900
S,558,12424,0,0,0,35000
S,578,12422,0,0,0,35100
S,580,12427,0,0,0,35200
S,586,12427,0,0,0,35300
S,590,12423,0,0,0,35400
S,585,12423,0,0,0,35500
S,568,12426,0,0,0,35600
S,576,12427,0,0,0,35700
S,569,12426,0,0,0,35800
S,593,12426,0,0,0,35900
S,588,12425,0,0,0,36000
S,573,12427,0,0,0,36100
S,589,12425,0,0,0,36200
S,585,12430,0,0,0,36300
S,585,12431,0,0,0,36400
S,571,12426,0,0,0,36500
S,574,12432,0,0,0,36600
S,581,12428,0,0,0,36700
S,570,12431,0,0,0,36800
S,579,12428,0,0,0,36900
S,584,12425,0,0,0,37000
S,563,12422,0,0,0,37100
S,578,12427,0,0,0,37200
S,593,12430,0,0,0,37300
S,557,12426,0,0,0,37400
S,576,12426,0,0,0,37500
S,564,12426,0,0,0,37600
S,577,12424,0,0,0,37700
S,587,12427,0,0,0,37800
S,574,12427,0,0,0,37900
S,589,12423,0,0,0,38000
S,571,12426,0,0,0,38100
S,585,12429,0,0,0,38200
S,608,12430,0,0,0,38300
S,566,12429,0,0,0,38400
S,582,12425,0,0,0,38500
S,582,12424,0,0,0,38600
S,586,12424,0,0,0,38700
S,582,12424,0,0,0,38800
S,576,12431,0,0,0,38900
S,587,12428,0,0,0,39000
S,581,12427,0,0,0,39100
S,575,12427,0,0,0,39200
S,574,12425,0,0,0,39300
S,577,12425,0,0,0,39400
S,592,12431,0,0,0,39500
S,560,12420,0,0,0,39600
S,587,12426,0,0,0,39700
S,573,12427,0,0,0,39800
S,572,12426,0,0,0,39900
S,585,12429,0,0,0,40000
S,584,12423,0,0,0,40100
S,560,12430,0,0,0,40200
S,600,12427,0,0,0,40300
S,580,12426,0,0,0,40400
S,574,12427,0,0,0,40500
S,587,12430,0,0,0,40600
S,583,12425,0,0,0,40700
S,562,12424,0,0,0,40800
S,585,12426,0,0,0,40900
S,583,12422,0,0,0,41000
S,581,12424,0,0,0,41100
S,577,12429,0,0,0,41200
S,581,12429,0,0,0,41300
S,568,12419,0,0,0,41400
S,564,12424,0,0,0,41500
S,575,12425,0,0,0,41600
S,593,12427,0,0,0,41700
S,575,12421,0,0,0,41800
S,590,12427,0,0,0,41900
S,587,12422,0,0,0,42000
S,571,12422,0,0,0,42100
S,572,12430,0,0,0,42200
S,584,12419,0,0,0,42300
S,574,12420,0,0,0,42400
S,588,12427,0,0,0,42500
S,569,12426,0,0,0,42600
S,572,12430,0,0,0,42700
S,596,12421,0,0,0,42800
S,575,12424,0,0,0,42900
S,548,12419,0,0,0,43000
S,581,12421,0,0,0,43100
S,584,12424,0,0,0,43200
S,573,12428,0,0,0,43300
S,580,12423,0,0,0,43400
S,577,12426,0,0,0,43500
S,583,12423,0,0,0,43600
S,580,12424,0,0,0,43700
S,581,12426,0,0,0,43800
S,578,12422,0,0,0,43900
S,588,12427,0,0,0,44000
S,576,12426,0,0,0,44100
S,568,12424,0,0,0,44200
S,578,12429,0,0,0,44300
S,581,12425,0,0,0,44400
S,572,12428,0,0,0,44500
S,580,12425,0,0,0,44600
S,569,12422,0,0,0,44700
S,585,12428,0,0,0,44800
S,565,12422,0,0,0,44900
S,572,12426,0,0,0,45000
S,577,12428,0,0,0,45100
S,582,12429,0,0,0,45200
S,590,12425,0,0,0,45300
S,564,12425,0,0,0,45400
S,588,12428,0,0,0,45500
S,580,12425,0,0,0,45600
S,567,12426,0,0,0,45700
S,577,12431,0,0,0,45800
S,579,12424,0,0,0,45900
S,570,12422,0,0,0,46000
S,555,12427,0,0,0,46100
S,579,12427,0,0,0,46200
S,589,12428,0,0,0,46300
S,594,12428,0,0,0,46400
S,570,12427,0,0,0,46500
S,585,12428,0,0,0,46600
S,581,12426,0,0,0,46700
S,599,12431,0,0,0,46800
S,576,12426,0,0,0,46900
S,560,12429,0,0,0,47000
S,584,12425,0,0,0,47100
S,596,12431,0,0,0,47200
S,574,12427,0,0,0,47300
S,578,12429,0,0,0,47400
S,577,12424,0,0,0,47500
S,577,12423,0,0,0,47600
S,577,12425,0,0,0,47700
S,579,12426,0,0,0,47800
S,569,12428,0,0,0,47900
S,591,12426,0,0,0,48000
S,570,12425,0,0,0,48100
S,571,12428,0,0,0,48200
S,571,12423,0,0,0,48300
S,588,12424,0,0,0,48400
S,608,12430,0,0,0,48500
S,584,12427,0,0,0,48600
S,554,12425,0,0,0,48700
S,563,12424,0,0,0,48800
S,588,12430,0,0,0,48900
S,596,12424,0,0,0,49000
S,583,12428,0,0,0,49100
S,590,12423,0,0,0,49200
S,563,12423,0,0,0,49300
S,588,12425,0,0,0,49400
S,586,12423,0,0,0,49500
S,589,12428,0,0,0,49600
S,570,12427,0,0,0,49700
S,568,12427,0,0,0,49800
S,571,12427,0,0,0,49900
S,581,12426,0,0,0,50000
S,572,12435,0,0,0,50100
S,578,12424,0,0,0,50200
S,574,12419,0,0,0,50300
S,594,12421,0,0,0,50400
S,566,12431,0,0,0,50500
S,595,12425,0,0,0,50600
S,581,12426,0,0,0,50700
S,557,12428,0,0,0,50800
S,574,12427,0,0,0,50900
S,593,12428,0,0,0,51000
S,578,12429,0,0,0,51100
S,590,12430,0,0,0,51200
S,574,12431,0,0,0,51300
S,576,12428,0,0,0,51400
S,581,12426,0,0,0,51500
S,576,12424,0,0,0,51600
S,572,12427,0,0,0,51700
S,560,12426,0,0,0,51800
S,557,12428,0,0,0,51900
S,573,12430,0,0,0,52000
S,580,12424,0,0,0,52100
S,581,12428,0,0,0,52200
S,604,12425,0,0,0,52300
S,581,12431,0,0,0,52400
S,581,12425,0,0,0,52500
S,560,12424,0,0,0,52600
S,553,12428,0,0,0,52700
S,586,12424,0,0,0,52800
S,566,12427,0,0,0,52900
S,585,12431,0,0,0,53000
S,575,12427,0,0,0,53100
S,574,12430,0,0,0,53200
S,555,12426,0,0,0,53300
S,580,12425,0,0,0,53400
S,582,12432,0,0,0,53500
S,575,12424,0,0,0,53600
S,568,12427,0,0,0,53700
S,549,12426,0,0,0,53800
S,576,12426,0,0,0,53900
S,580,12430,0,0,0,54000
S,571,12425,0,0,0,54100
S,583,12427,0,0,0,54200
S,571,12423,0,0,0,54300
S,592,12420,0,0,0,54400
S,582,12430,0,0,0,54500
S,569,12429,0,0,0,54600
S,556,12425,0,0,0,54700
S,556,12424,0,0,0,54800
S,598,12427,0,0,0,54900
S,579,12429,0,0,0,55000
S,571,12422,0,0,0,55100
S,560,12426,0,0,0,55200
S,570,12430,0,0,0,55300
S,576,12431,0,0,0,55400
S,578,12424,0,0,0,55500
S,581,12429,0,0,0,55600
S,584,12424,0,0,0,55700
S,582,12424,0,0,0,55800
S,589,12426,0,0,0,55900
S,591,12428,0,0,0,56000
S,583,12420,0,0,0,56100
S,600,12424,0,0,0,56200
S,582,12421,0,0,0,56300
S,567,12424,0,0,0,56400
S,582,12427,0,0,0,56500
S,579,12421,0,0,0,56600
S,579,12429,0,0,0,56700
S,598,12425,0,0,0,56800
S,581,12428,0,0,0,56900
S,600,12426,0,0,0,57000
S,597,12430,0,0,0,57100
S,556,12426,0,0,0,57200
S,565,12431,0,0,0,57300
S,590,12426,0,0,0,57400
S,580,12425,0,0,0,57500
S,558,12427,0,0,0,57600
S,579,12429,0,0,0,57700
S,597,12426,0,0,0,57800
S,561,12424,0,0,0,57900
S,596,12430,0,0,0,58000
S,588,12431,0,0,0,58100
S,579,12423,0,0,0,58200
S,560,12425,0,0,0,58300
S,593,12426,0,0,0,58400
S,567,12425,0,0,0,58500
S,565,12427,0,0,0,58600
S,570,12424,0,0,0,58700
S,583,12426,0,0,0,58800
S,577,12421,0,0,0,58900
S,566,12427,0,0,0,59000
S,572,12429,0,0,0,59100
S,582,12425,0,0,0,59200
S,602,12422,0,0,0,59300
S,592,12424,0,0,0,59400
S,588,12423,0,0,0,59500
S,586,12419,0,0,0,59600
S,565,12428,0,0,0,59700
S,566,12425,0,0,0,59800
S,579,12426,0,0,0,59900
S,583,12427,0,0,0,60000
S,591,12424,0,0,0,60100
S,572,12423,0,0,0,60200
S,571,12424,0,0,0,60300
S,594,12427,0,0,0,60400
S,585,12429,0,0,0,60500
S,587,12417,0,0,0,60600
S,558,12428,0,0,0,60700
S,578,12419,0,0,0,60800
S,567,12425,0,0,0,60900
S,571,12427,0,0,0,61000
S,579,12420,0,0,0,61100
S,571,12417,0,0,0,61200
S,561,12426,0,0,0,61300
S,578,12424,0,0,0,61400
S,579,12429,0,0,0,61500
S,611,12426,0,0,0,61600
S,623,12427,0,0,0,61700
S,636,12427,0,0,0,61800
S,601,12427,0,0,0,61900
S,572,12422,0,0,0,62000
S,662,12422,0,0,0,62100
S,707,12427,0,0,0,62200
S,737,12423,0,0,0,62300
S,720,12423,0,0,0,62400
S,611,12424,0,0,0,62500
S,625,12424,0,0,0,62600
S,614,12428,0,0,0,62700
S,697,12426,0,0,0,62800
S,858,12426,0,0,0,62900
S,831,12423,0,0,0,63000
S,661,12424,0,0,0,63100
S,637,12429,0,0,0,63200
S,620,12427,0,0,0,63300
S,629,12418,0,0,0,63400
S,692,12426,0,0,0,63500
S,780,12430,0,0,0,63600
S,813,12427,0,0,0,63700
S,692,12426,0,0,0,63800
S,615,12426,0,0,0,63900
S,616,12429,0,0,0,64000
S,613,12426,0,0,0,64100
S,650,12430,0,0,0,64200
S,630,12421,0,0,0,64300
S,638,12425,0,0,0,64400
S,648,12425,0,0,0,64500
S,640,12427,0,0,0,64600
S,664,12429,0,0,0,64700
S,641,12428,0,0,0,64800
S,651,12427,0,0,0,64900
S,617,12432,0,0,0,65000
S,613,12429,0,0,0,65100
S,639,12428,0,0,0,65200
S,838,12429,0,0,0,65300
S,824,12421,0,0,0,65400
S,703,12425,0,0,0,65500
S,641,12430,0,0,0,65600
S,622,12426,0,0,0,65700
S,606,12429,0,0,0,65800
S,595,12427,0,0,0,65900
S,588,12419,0,0,0,66000
S,588,12426,0,0,0,66100
S,589,12421,0,0,0,66200
S,572,12422,0,0,0,66300
S,585,12421,0,0,0,66400
S,571,12425,0,0,0,66500
S,586,12429,0,0,0,66600
S,601,12430,0,0,0,66700
S,617,12426,0,0,0,66800
S,642,12424,0,0,0,66900
S,622,12428,0,0,0,67000
S,616,12432,0,0,0,67100
S,628,12427,0,0,0,67200
S,603,12426,0,0,0,67300
S,600,12423,0,0,0,67400
S,584,12427,0,0,0,67500
S,588,12430,0,0,0,67600
S,579,12425,0,0,0,67700
S,581,12428,0,0,0,67800
S,573,12426,0,0,0,67900
S,582,12427,0,0,0,68000
S,567,12429,0,0,0,68100
S,560,12428,0,0,0,68200
S,587,12424,0,0,0,68300
S,579,12431,0,0,0,68400
S,576,12425,0,0,0,68500
S,587,12427,0,0,0,68600
S,569,12427,0,0,0,68700
S,579,12427,0,0,0,68800
S,581,12429,0,0,0,68900
S,576,12422,0,0,0,69000
S,566,12428,0,0,0,69100
S,583,12429,0,0,0,69200
S,579,12431,0,0,0,69300
S,602,12424,0,0,0,69400
S,602,12429,0,0,0,69500
S,606,12431,0,0,0,69600
S,705,12421,0,0,0,69700
S,654,12430,0,0,0,69800
S,621,12427,0,0,0,69900
S,611,12430,0,0,0,70000
S,629,12432,0,0,0,70100
S,811,12430,0,0,0,70200
S,615,12428,0,0,0,70300
S,609,12431,0,0,0,70400
S,620,12426,0,0,0,70500
S,595,12424,0,0,0,70600
S,608,12429,0,0,0,70700
S,611,12429,0,0,0,70800
S,604,12431,0,0,0,70900
S,592,12430,0,0,0,71000
S,596,12430,0,0,0,71100
S,591,12428,0,0,0,71200
S,594,12434,0,0,0,71300
S,620,12434,0,0,0,71400
S,606,12427,0,0,0,71500
S,610,12429,0,0,0,71600
S,594,12426,0,0,0,71700
S,583,12430,0,0,0,71800
S,592,12429,0,0,0,71900
S,599,12431,0,0,0,72000
S,601,12428,0,0,0,72100
S,613,12429,0,0,0,72200
S,589,12429,0,0,0,72300
S,603,12426,0,0,0,72400
S,600,12426,0,0,0,72500
S,604,12431,0,0,0,72600
S,599,12432,0,0,0,72700
S,589,12434,0,0,0,72800
S,599,12429,0,0,0,72900
S,601,12423,0,0,0,73000
S,594,12431,0,0,0,73100
S,596,12425,0,0,0,73200
S,586,12433,0,0,0,73300
S,584,12426,0,0,0,73400
S,588,12423,0,0,0,73500
S,596,12431,0,0,0,73600
S,585,12423,0,0,0,73700
S,610,12428,0,0,0,73800
S,607,12430,0,0,0,73900
S,592,12425,0,0,0,74000
S,589,12425,0,0,0,74100
S,626,12429,0,0,0,74200
S,599,12430,0,0,0,74300
S,597,12423,0,0,0,74400
S,588,12428,0,0,0,74500
S,611,12426,0,0,0,74600
S,599,12423,0,0,0,74700
S,605,12427,0,0,0,74800
S,602,12428,0,0,0,74900
S,601,12432,0,0,0,75000
S,614,12428,0,0,0,75100
S,619,12430,0,0,0,75200
S,595,12432,0,0,0,75300
S,609,12423,0,0,0,75400
S,601,12426,0,0,0,75500
S,600,12431,0,0,0,75600
S,604,12431,0,0,0,75700
S,619,12431,0,0,0,75800
S,615,12429,0,0,0,75900
S,609,12423,0,0,0,76000
S,623,12427,0,0,0,76100
S,587,12422,0,0,0,76200
S,614,12426,0,0,0,76300
S,609,12433,0,0,0,76400
S,621,12433,0,0,0,76500
S,620,12424,0,0,0,76600
S,604,12430,0,0,0,76700
S,601,12425,0,0,0,76800
S,617,12427,0,0,0,76900
S,605,12424,0,0,0,77000
S,601,12425,0,0,0,77100
S,619,12422,0,0,0,77200
S,604,12430,0,0,0,77300
S,610,12427,0,0,0,77400
S,629,12429,0,0,0,77500
S,597,12433,0,0,0,77600
S,615,12425,0,0,0,77700
S,608,12424,0,0,0,77800
S,593,12426,0,0,0,77900
S,607,12424,0,0,0,78000
S,623,12429,0,0,0,78100
S,622,12432,0,0,0,78200
S,628,12432,0,0,0,78300
S,608,12427,0,0,0,78400
S,603,12422,0,0,0,78500
S,619,12422,0,0,0,78600
S,603,12426,0,0,0,78700
S,611,12434,0,0,0,78800
S,618,12425,0,0,0,78900
S,602,12429,0,0,0,79000
S,603,12428,0,0,0,79100
S,612,12425,0,0,0,79200
S,626,12427,0,0,0,79300
S,616,12429,0,0,0,79400
S,610,12420,0,0,0,79500
S,619,12426,0,0,0,79600
S,637,12425,0,0,0,79700
S,635,12423,0,0,0,79800
S,672,12421,0,0,0,79900
S,680,12427,0,0,0,80000
S,691,12426,0,0,0,80100
S,692,12422,0,0,0,80200
S,709,12425,0,0,0,80300
S,679,12421,0,0,0,80400
S,718,12427,0,0,0,80500
S,761,12426,0,0,0,80600
S,765,12430,0,0,0,80700
S,842,12421,0,0,0,80800
S,870,12419,0,0,0,80900
S,918,12417,0,0,0,81000
S,954,12427,0,0,0,81100
S,982,12427,0,0,0,81200
S,987,12427,0,0,0,81300
S,982,12421,0,0,0,81400
S,982,12421,0,0,0,81500
S,985,12420,0,0,0,81600
S,979,12424,0,0,0,81700
S,976,12423,0,0,0,81800
S,993,12428,0,0,0,81900
S,988,12423,0,0,0,82000
S,987,12427,0,0,0,82100
S,983,12426,0,0,0,82200
S,984,12428,0,0,0,82300
S,976,12422,0,0,0,82400
S,1002,12417,0,0,0,82500
S,982,12421,0,0,0,82600
S,988,12421,0,0,0,82700
S,993,12421,0,0,0,82800
S,1013,12413,0,0,0,82900
S,1020,12423,0,0,0,83000
S,1018,12423,0,0,0,83100
S,1026,12425,0,0,0,83200
S,1039,12416,0,0,0,83300
S,1038,12428,0,0,0,83400
S,1037,12423,0,0,0,83500
S,1074,12426,0,0,0,83600
S,1053,12425,0,0,0,83700
S,1063,12421,0,0,0,83800
S,1083,12424,0,0,0,83900
S,1079,12424,0,0,0,84000
S,1088,12423,0,0,0,84100
S,1116,12423,0,0,0,84200
S,1107,12423,0,0,0,84300
S,1112,12424,0,0,0,84400
S,1119,12426,0,0,0,84500
S,1147,12424,0,0,0,84600
S,1133,12424,0,0,0,84700
S,1128,12421,0,0,0,84800
S,1135,12427,0,0,0,84900
S,1144,12429,0,0,0,85000
S,1145,12426,0,0,0,85100
S,1123,12427,0,0,0,85200
S,1127,12425,0,0,0,85300
S,1127,12428,0,0,0,85400
S,1117,12422,0,0,0,85500
S,1131,12424,0,0,0,85600
S,1135,12425,0,0,0,85700
S,1127,12426,0,0,0,85800
S,1140,12419,0,0,0,85900
S,1137,12425,0,0,0,86000
S,1129,12425,0,0,0,86100
S,1127,12421,0,0,0,86200
S,1135,12426,0,0,0,86300
S,1126,12424,0,0,0,86400
S,1131,12424,0,0,0,86500
S,1115,12428,0,0,0,86600
S,1122,12421,0,0,0,86700
S,1106,12423,0,0,0,86800
S,1118,12428,0,0,0,86900
S,1124,12420,0,0,0,87000
S,1113,12425,0,0,0,87100
S,1118,12418,0,0,0,87200
S,1111,12421,0,0,0,87300
S,1118,12429,0,0,0,87400
S,1119,12422,0,0,0,87500
S,1107,12427,0,0,0,87600
S,1114,12422,0,0,0,87700
S,1110,12419,0,0,0,87800
S,1107,12423,0,0,0,87900
S,1117,12428,0,0,0,88000
S,1120,12430,0,0,0,88100
S,1119,12421,0,0,0,88200
S,1113,12420,0,0,0,88300
S,1110,12428,0,0,0,88400
S,1104,12426,0,0,0,88500
S,1107,12426,0,0,0,88600
S,1121,12428,0,0,0,88700
S,1113,12422,0,0,0,88800
S,1111,12430,0,0,0,88900
S,1133,12423,0,0,0,89000
S,1105,12426,0,0,0,89100
S,1128,12427,0,0,0,89200
S,1110,12429,0,0,0,89300
S,1123,12428,0,0,0,89400
S,1118,12423,0,0,0,89500
S,1118,12430,0,0,0,89600
S,1109,12425,0,0,0,89700
S,1124,12428,0,0,0,89800
S,1114,12428,0,0,0,89900
S,1117,12424,0,0,0,90000
S,1126,12430,0,0,0,90100
S,1115,12425,0,0,0,90200
S,1119,12423,0,0,0,90300
S,1116,12425,0,0,0,90400
S,1116,12432,0,0,0,90500
S,1101,12422,0,0,0,90600
S,1104,12424,0,0,0,90700
S,1112,12427,0,0,0,90800
S,1101,12425,0,0,0,90900
S,1108,12427,0,0,0,91000
S,1109,12425,0,0,0,91100
S,1097,12424,0,0,0,91200
S,1102,12427,0,0,0,91300
S,1099,12426,0,0,0,91400
S,1112,12424,0,0,0,91500
S,1107,12424,0,0,0,91600
S,1102,12426,0,0,0,91700
S,1098,12425,0,0,0,91800
S,1109,12428,0,0,0,91900
S,1115,12419,0,0,0,92000
S,1111,12425,0,0,0,92100
S,1096,12426,0,0,0,92200
S,1097,12426,0,0,0,92300
S,1120,12432,0,0,0,92400
S,1144,12429,0,0,0,92500
S,1151,12429,0,0,0,92600
S,1161,12425,0,0,0,92700
S,1140,12429,0,0,0,92800
S,1154,12423,0,0,0,92900
S,1165,12418,0,0,0,93000
S,1158,12424,0,0,0,93100
S,1176,12429,0,0,0,93200
S,1190,12427,0,0,0,93300
S,1190,12432,0,0,0,93400
S,1201,12414,0,0,0,93500
S,1206,12427,0,0,0,93600
S,1206,12428,0,0,0,93700
S,1211,12423,0,0,0,93800
S,1223,12426,0,0,0,93900
S,1217,12427,0,0,0,94000
S,1213,12428,0,0,0,94100
S,1208,12427,0,0,0,94200
S,1220,12430,0,0,0,94300
S,1212,12429,0,0,0,94400
S,1226,12431,0,0,0,94500
S,1211,12425,0,0,0,94600
S,1213,12430,0,0,0,94700
S,1206,12430,0,0,0,94800
S,1218,12423,0,0,0,94900
S,1202,12430,0,0,0,95000
S,1210,12424,0,0,0,95100
S,1204,12428,0,0,0,95200
S,1205,12423,0,0,0,95300
S,1224,12428,0,0,0,95400
S,1220,12432,0,0,0,95500
S,1219,12426,0,0,0,95600
S,1223,12424,0,0,0,95700
S,1231,12423,0,0,0,95800
S,1236,12427,0,0,0,95900
S,1239,12423,0,0,0,96000
S,1274,12427,0,0,0,96100
S,1260,12427,0,0,0,96200
S,1277,12424,0,0,0,96300
S,1230,12425,0,0,0,96400
S,1221,12422,0,0,0,96500
S,1212,12428,0,0,0,96600
S,1215,12428,0,0,0,96700
S,1219,12424,0,0,0,96800
S,1215,12424,0,0,0,96900
S,1210,12426,0,0,0,97000
S,1221,12422,0,0,0,97100
S,1222,12427,0,0,0,97200
S,1227,12426,0,0,0,97300
S,1220,12424,0,0,0,97400
S,1216,12423,0,0,0,97500
S,1223,12431,0,0,0,97600
S,1215,12428,0,0,0,97700
S,1224,12431,0,0,0,97800
S,1204,12430,0,0,0,97900
S,1221,12426,0,0,0,98000
S,1227,12424,0,0,0,98100
S,1216,12429,0,0,0,98200
