n,n, ir_data, pressure, x_location, y_location, t1, flags1
S,2062,0,0
S,2065,0,0
S,2055,0,0
S,2058,0,0
S,2057,0,0
S,2061,0,0
S,2061,0,0
S,2054,0,0
S,2062,0,0
S,2062,0,0
S,2060,0,0
S,2062,0,0
S,2056,0,0
S,2060,0,0
S,2063,0,0
S,2063,0,0
S,2060,0,0
S,2054,0,0
S,2062,0,0
S,2052,0,0
S,2058,0,0
S,2065,0,0
S,2057,0,0
S,2066,0,0
S,2050,0,0
S,2041,0,0
S,2032,0,0
S,2023,0,0
S,2025,0,0
S,2006,0,0
S,2003,0,0
S,1992,0,0
S,1983,0,0
S,1985,0,0
S,1959,0,0
S,1963,0,0
S,1958,0,0
S,1949,0,0
S,1923,0,0
S,1920,0,0
S,1918,0,0
S,1873,0,0
S,1891,0,0
S,1883,0,0
S,1862,0,0
S,1848,0,0
S,1847,0,0
S,1844,0,0
S,1805,0,0
S,1803,0,0
S,1777,0,0
S,1766,0,0
S,1758,0,0
S,1748,0,0
S,1723,0,0
S,1731,0,0
S,1739,0,0
S,1723,0,0
S,1752,0,0
S,1718,0,0
S,1723,0,0
S,1730,0,0
S,1724,0,0
S,1713,0,0
S,1695,0,0
S,1689,0,0
S,1688,0,0
S,1699,0,0
S,1651,0,0
S,1645,0,0
S,1603,0,0
S,1572,0,0
S,1554,0,0
S,1540,0,0
S,1533,0,0
S,1527,0,0
S,1510,0,0
S,1502,0,0
S,1512,0,0
S,1505,0,0
S,1513,0,0
S,1509,0,0
S,1504,0,0
S,1500,0,0
S,1501,0,0
S,1524,0,0
S,1498,0,0
S,1493,0,0
S,1496,0,0
S,1491,0,0
S,1491,0,0
S,1493,0,0
S,1486,0,0
S,1482,0,0
S,1496,0,0
S,1507,0,0
S,1502,0,0
S,1510,0,0
S,1483,0,0
S,1513,0,0
S,1519,0,0
S,1517,0,0
S,1512,0,0
S,1514,0,0
S,1512,0,0
S,1510,0,0
S,1526,0,0
S,1523,0,0
S,1506,0,0
S,1526,0,0
S,1525,0,0
S,1522,0,0
S,1518,0,0
S,1532,0,0
S,1530,0,0
S,1528,0,0
S,1519,0,0
S,1545,0,0
S,1530,0,0
S,1545,0,0
S,1525,0,0
S,1537,0,0
S,1536,0,0
S,1541,0,0
S,1525,0,0
S,1545,0,0
S,1540,0,0
S,1541,0,0
S,1544,0,0
S,1543,0,0
S,1550,0,0
S,1557,0,0
S,1544,0,0
S,1543,0,0
S,1542,0,0
S,1551,0,0
S,1553,0,0
S,1567,0,0
S,1569,0,0
S,1561,0,0
S,1562,0,0
S,1567,0,0
S,1559,0,0
S,1560,0,0
S,1551,0,0
S,1575,0,0
S,1567,0,0
S,1566,0,0
S,1574,0,0
S,1565,0,0
S,1571,0,0
S,1572,0,0
S,1567,0,0
S,1571,0,0
S,1557,0,0
S,1568,0,0
S,1573,0,0
S,1586,0,0
S,1568,0,0
S,1576,0,0
S,1572,0,0
S,1563,0,0
S,1579,0,0
S,1572,0,0
S,1566,0,0
S,1574,0,0
S,1580,0,0
S,1568,0,0
S,1558,0,0
S,1576,0,0
S,1572,0,0
S,1564,0,0
S,1569,0,0
S,1574,0,0
S,1564,0,0
S,1568,0,0
S,1579,0,0
S,1574,0,0
S,1576,0,0
S,1561,0,0
S,1581,0,0
S,1579,0,0
S,1576,0,0
S,1569,0,0
S,1572,0,0
S,1585,0,0
S,1588,0,0
S,1576,0,0
S,1582,0,0
S,1575,0,0
S,1571,0,0
S,1581,0,0
S,1583,0,0
S,1565,0,0
S,1579,0,0
S,1584,0,0
S,1568,0,0
S,1585,0,0
S,1563,0,0
S,1557,0,0
S,1576,0,0
S,1557,0,0
S,1573,0,0
S,1577,0,0
S,1569,0,0
S,1572,0,0
S,1571,0,0
S,1569,0,0
S,1580,0,0
S,1582,0,0
S,1565,0,0
S,1572,0,0
S,1571,0,0
S,1578,0,0
S,1576,0,0
