n,ir_data, pressure, x_location, y_location, sequence, time
S,2202,12446,0,0,0,14300
S,2191,12446,0,0,0,14400
S,2200,12450,0,0,0,14500
S,2203,12442,0,0,0,14600
S,2212,12448,0,0,0,14700
S,2208,12442,0,0,0,14800
S,2211,12450,0,0,0,14900
S,2204,12449,0,0,0,15000
S,2220,12444,0,0,0,15100
S,2197,12445,0,0,0,15200
S,2206,12441,0,0,0,15300
S,2198,12450,0,0,0,15400
S,2212,12451,0,0,0,15500
S,2157,12426,0,0,0,15600
S,2091,12372,0,0,0,15700
S,1997,12291,0,0,0,15800
S,1493,12447,0,0,0,15900
S,1294,12446,0,0,0,16000
S,1208,12448,0,0,0,16100
S,1140,12447,0,0,0,16200
S,1147,12443,0,0,0,16300
S,1145,12452,0,0,0,16400
S,1148,12446,0,0,0,16500
S,1136,12451,0,0,0,16600
S,1154,12449,0,0,0,16700
S,1151,12448,0,0,0,16800
S,1137,12448,0,0,0,16900
S,1139,12447,0,0,0,17000
S,1116,12448,0,0,0,17100
S,1066,12448,0,0,0,17200
S,1005,12450,0,0,0,17300
S,969,12446,0,0,0,17400
S,940,12444,0,0,0,17500
S,916,12445,0,0,0,17600
S,917,12439,0,0,0,17700
S,932,12448,0,0,0,17800
S,921,12450,0,0,0,17900
S,910,12447,0,0,0,18000
S,920,12444,0,0,0,18100
S,931,12443,0,0,0,18200
S,908,12443,0,0,0,18300
S,924,12442,0,0,0,18400
S,916,12447,0,0,0,18500
S,909,12445,0,0,0,18600
S,913,12446,0,0,0,18700
S,933,12447,0,0,0,18800
S,915,12451,0,0,0,18900
S,926,12446,0,0,0,19000
S,895,12441,0,0,0,19100
S,924,12444,0,0,0,19200
S,921,12450,0,0,0,19300
S,920,12440,0,0,0,19400
S,905,12448,0,0,0,19500
S,899,12452,0,0,0,19600
S,918,12445,0,0,0,19700
S,911,12448,0,0,0,19800
S,914,12450,0,0,0,19900
S,939,12448,0,0,0,20000
S,923,12451,0,0,0,20100
S,896,12443,0,0,0,20200
S,909,12449,0,0,0,20300
S,924,12452,0,0,0,20400
S,910,12450,0,0,0,20500
S,915,12451,0,0,0,20600
S,907,12452,0,0,0,20700
S,916,12453,0,0,0,20800
S,895,12447,0,0,0,20900
S,931,12445,0,0,0,21000
S,913,12451,0,0,0,21100
S,914,12447,0,0,0,21200
S,903,12442,0,0,0,21300
S,917,12456,0,0,0,21400
S,884,12451,0,0,0,21500
S,879,12456,0,0,0,21600
S,885,12448,0,0,0,21700
S,865,12453,0,0,0,21800
S,858,12451,0,0,0,21900
S,874,12453,0,0,0,22000
S,851,12450,0,0,0,22100
S,848,12452,0,0,0,22200
S,867,12451,0,0,0,22300
S,853,12449,0,0,0,22400
S,845,12448,0,0,0,22500
S,857,12449,0,0,0,22600
S,857,12449,0,0,0,22700
S,860,12445,0,0,0,22800
S,861,12447,0,0,0,22900
S,849,12447,0,0,0,23000
S,853,12445,0,0,0,23100
S,867,12453,0,0,0,23200
S,860,12450,0,0,0,23300
S,862,12444,0,0,0,23400
S,850,12450,0,0,0,23500
S,843,12445,0,0,0,23600
S,850,12447,0,0,0,23700
S,865,12447,0,0,0,23800
S,854,12449,0,0,0,23900
S,860,12448,0,0,0,24000
S,851,12446,0,0,0,24100
S,855,12449,0,0,0,24200
S,867,12449,0,0,0,24300
S,850,12449,0,0,0,24400
